Date,CL1 Comdty,COFX Index,COLTES 10 07/24/2024 Govt
28/08/2015 08:00,"41,99",3167,"7,65"
28/08/2015 08:05,"42,15",3174,"7,641"
28/08/2015 08:10,"42,23",3179,"7,65"
28/08/2015 08:20,"42,16","3170,5","7,65"
28/08/2015 08:25,"42,25",3159,"7,635"
28/08/2015 08:30,"42,46","3131,1","7,615"
28/08/2015 08:35,"42,73",3120,"7,6"
28/08/2015 08:40,"42,71",3091,"7,597"
28/08/2015 08:45,"42,45",3108,"7,61"
28/08/2015 08:50,"42,58",3116,"7,616"
28/08/2015 08:55,"42,83","3113,71","7,61"
28/08/2015 09:00,"43,01",3109,"7,601"
28/08/2015 09:05,"42,95",3112,"7,618"
28/08/2015 09:10,"43,38",3115,"7,62"
28/08/2015 09:15,"43,76","3101,7","7,605"
28/08/2015 09:20,"43,78","3101,61","7,609"
28/08/2015 09:25,"44,41",3085,"7,58"
28/08/2015 09:30,"44,41",3090,"7,59"
28/08/2015 09:40,"44,17","3090,2","7,6"
28/08/2015 09:45,"44,15","3097,8","7,599"
28/08/2015 09:50,"44,44",3098,"7,6"
28/08/2015 09:55,"44,45","3089,5","7,6"
28/08/2015 10:00,"44,53",3096,"7,6"
28/08/2015 10:05,"44,12",3094,"7,6"
28/08/2015 10:25,"44,64","3098,1","7,605"
28/08/2015 10:30,"44,98","3098,5","7,614"
28/08/2015 10:35,"45,09","3091,05","7,62"
28/08/2015 10:40,"45,08","3093,2","7,615"
28/08/2015 10:45,"44,98",3092,"7,615"
28/08/2015 10:50,"44,78","3093,5","7,607"
28/08/2015 10:55,"44,91","3091,1","7,621"
28/08/2015 11:00,"44,98",3087,"7,615"
28/08/2015 11:05,"45,19","3095,5","7,62"
28/08/2015 11:10,"45,26","3096,5","7,625"
28/08/2015 11:15,"45,28",3090,"7,625"
28/08/2015 11:20,"45,26",3092,"7,62"
28/08/2015 11:30,"45,48","3087,05","7,62"
28/08/2015 11:35,"45,44","3083,5","7,606"
28/08/2015 11:40,"45,23",3075,"7,595"
28/08/2015 11:45,"45,37",3074,"7,6"
28/08/2015 11:50,"45,57","3082,1","7,6"
28/08/2015 12:05,"45,72",3078,"7,601"
28/08/2015 12:10,"45,5","3079,9","7,62"
28/08/2015 12:15,"45,64","3078,5","7,62"
28/08/2015 12:20,"45,53",3080,"7,61"
28/08/2015 12:30,"45,57","3064,4","7,61"
28/08/2015 12:35,"45,05","3072,8","7,601"
28/08/2015 12:40,"44,83","3075,95","7,619"
28/08/2015 12:45,"44,97","3075,5","7,62"
28/08/2015 12:50,"45,2",3082,"7,625"
28/08/2015 12:55,"45,12","3075,2","7,625"
31/08/2015 08:00,"44,31",3105,"7,65"
31/08/2015 08:05,"44,69",3096,"7,655"
31/08/2015 08:10,"44,71","3109,8","7,66"
31/08/2015 08:15,"44,6",3105,"7,665"
31/08/2015 08:20,"44,56","3112,05","7,66"
31/08/2015 08:30,"44,45",3114,"7,654"
31/08/2015 08:35,"44,21",3117,"7,668"
31/08/2015 08:40,"44,08",3118,"7,663"
31/08/2015 08:50,"44,06","3119,05","7,66"
31/08/2015 08:55,"43,68","3117,88","7,67"
31/08/2015 09:00,"43,79","3113,5","7,68"
31/08/2015 09:05,"43,98",3111,"7,68"
31/08/2015 09:10,"43,98","3106,15","7,66"
31/08/2015 09:15,"43,96","3106,1","7,66"
31/08/2015 09:20,"44,06",3106,"7,663"
31/08/2015 09:25,"43,97",3101,"7,661"
31/08/2015 09:30,"44,14",3097,"7,651"
31/08/2015 09:35,"44,36",3094,"7,65"
31/08/2015 09:40,"44,28","3092,2","7,655"
31/08/2015 09:50,"44,57",3097,"7,66"
31/08/2015 09:55,"44,34","3091,7","7,652"
31/08/2015 10:00,"44,46",3087,"7,651"
31/08/2015 10:05,"44,64",3088,"7,65"
31/08/2015 10:15,"44,96","3086,5","7,655"
31/08/2015 10:25,"45,83","3085,3","7,66"
31/08/2015 10:30,"45,83",3088,"7,65"
31/08/2015 10:35,"46,4","3078,5","7,645"
31/08/2015 10:40,"46,9",3075,"7,638"
31/08/2015 10:45,"47,22",3065,"7,625"
31/08/2015 10:50,"47,65",3059,"7,63"
31/08/2015 10:55,"47,61",3047,"7,625"
31/08/2015 11:00,"47,76",3040,"7,62"
31/08/2015 11:05,"47,53","3044,95","7,62"
31/08/2015 11:10,"47,2","3054,3","7,63"
31/08/2015 11:15,"47,48",3056,"7,635"
31/08/2015 11:20,"47,34","3058,9","7,62"
31/08/2015 11:35,"47,68","3057,8","7,636"
31/08/2015 11:40,"47,69","3052,55","7,64"
31/08/2015 11:45,"47,97",3050,"7,64"
31/08/2015 11:55,"47,74",3055,"7,64"
31/08/2015 12:00,"47,82","3053,7","7,639"
31/08/2015 12:05,"47,97","3055,2","7,638"
31/08/2015 12:10,"48,05","3055,5","7,635"
31/08/2015 12:15,48,"3062,9","7,64"
31/08/2015 12:20,"47,91","3059,9","7,643"
31/08/2015 12:30,"47,89","3061,9","7,655"
31/08/2015 12:35,"48,11","3052,6","7,651"
31/08/2015 12:45,"48,42","3047,5","7,65"
31/08/2015 12:50,"48,68","3047,05","7,65"
31/08/2015 12:55,"48,92",3055,"7,65"
01/09/2015 08:00,"47,19",3090,"7,68"
01/09/2015 08:05,"47,57","3088,7","7,68"
01/09/2015 08:10,"47,42","3080,05","7,7"
01/09/2015 08:15,"47,41",3078,"7,695"
01/09/2015 08:20,"47,24",3066,"7,691"
01/09/2015 08:25,"47,24","3062,25","7,679"
01/09/2015 08:30,"47,12","3055,5","7,679"
01/09/2015 08:35,"47,44",3047,"7,676"
01/09/2015 08:40,"47,46",3046,"7,683"
01/09/2015 08:45,"47,26","3054,8","7,68"
01/09/2015 08:50,"47,26",3061,"7,685"
01/09/2015 08:55,"47,19","3060,5","7,68"
01/09/2015 09:05,"46,7","3072,77","7,693"
01/09/2015 09:10,"46,86",3082,"7,71"
01/09/2015 09:15,"46,86",3088,"7,701"
01/09/2015 09:20,"46,64",3092,"7,71"
01/09/2015 09:25,"46,58",3090,"7,71"
01/09/2015 09:30,"46,41",3088,"7,702"
01/09/2015 09:40,"46,18","3103,3","7,725"
01/09/2015 09:45,"46,04","3099,4","7,722"
01/09/2015 09:50,"45,98","3102,8","7,72"
01/09/2015 09:55,"45,88","3099,5","7,71"
01/09/2015 10:00,"45,93",3097,"7,715"
01/09/2015 10:10,"46,31",3094,"7,707"
01/09/2015 10:15,"46,14","3094,9","7,705"
01/09/2015 10:20,"46,21",3094,"7,71"
01/09/2015 10:25,"45,81",3099,"7,72"
01/09/2015 10:30,"45,66",3100,"7,72"
01/09/2015 10:35,"45,66",3107,"7,732"
01/09/2015 10:40,"45,36","3109,75","7,74"
01/09/2015 10:45,"45,48",3110,"7,74"
01/09/2015 10:55,"45,62",3107,"7,73"
01/09/2015 11:00,"45,48",3104,"7,732"
01/09/2015 11:05,"45,64",3104,"7,721"
01/09/2015 11:10,"45,67","3103,5","7,72"
01/09/2015 11:15,"46,14","3108,3","7,727"
01/09/2015 11:20,"45,93",3105,"7,72"
01/09/2015 11:25,"45,79",3110,"7,724"
01/09/2015 11:30,"46,02","3105,5","7,72"
01/09/2015 11:35,46,3109,"7,72"
01/09/2015 11:40,"45,9",3113,"7,725"
01/09/2015 11:45,"45,82","3106,15","7,727"
01/09/2015 12:05,"45,62",3116,"7,744"
01/09/2015 12:10,"45,65",3116,"7,741"
01/09/2015 12:15,"45,63",3116,"7,75"
01/09/2015 12:20,"45,62",3116,"7,75"
01/09/2015 12:25,"45,51","3117,7","7,75"
01/09/2015 12:30,"45,56",3121,"7,753"
01/09/2015 12:40,"45,79","3119,95","7,75"
01/09/2015 12:45,"45,77",3120,"7,75"
01/09/2015 12:50,"45,96",3113,"7,748"
01/09/2015 12:55,"45,95","3114,9","7,75"
02/09/2015 08:00,"45,73",3099,"7,75"
02/09/2015 08:05,"45,7","3090,2","7,741"
02/09/2015 08:10,"45,57",3087,"7,74"
02/09/2015 08:15,"45,85",3090,"7,74"
02/09/2015 08:20,"46,24","3085,15","7,748"
02/09/2015 08:25,"46,15",3078,"7,74"
02/09/2015 08:30,"45,68","3088,2","7,745"
02/09/2015 08:35,"45,36",3095,"7,77"
02/09/2015 08:40,"45,42",3100,"7,79"
02/09/2015 08:45,"45,5","3102,4","7,79"
02/09/2015 08:50,"45,79","3107,5","7,79"
02/09/2015 08:55,"45,31",3119,"7,81"
02/09/2015 09:00,"45,38",3130,"7,81"
02/09/2015 09:05,"45,44","3120,8","7,8"
02/09/2015 09:10,"45,35",3140,"7,809"
02/09/2015 09:15,"45,06","3137,5","7,81"
02/09/2015 09:20,"45,24",3143,"7,809"
02/09/2015 09:25,"44,97","3132,5","7,8"
02/09/2015 09:30,"44,42",3150,"7,83"
02/09/2015 09:35,"44,44",3144,"7,83"
02/09/2015 09:40,"44,45",3142,"7,83"
02/09/2015 09:45,"43,88",3150,"7,84"
02/09/2015 09:50,"44,02","3148,8","7,86"
02/09/2015 09:55,"43,93",3141,"7,87"
02/09/2015 10:00,"44,17",3140,"7,84"
02/09/2015 10:05,"44,35",3140,"7,85"
02/09/2015 10:10,"44,26",3136,"7,85"
02/09/2015 10:15,"44,09",3146,"7,86"
02/09/2015 10:20,"44,07",3143,"7,86"
02/09/2015 10:25,"43,92",3146,"7,85"
02/09/2015 10:30,"44,02","3143,1","7,84"
02/09/2015 10:35,"43,85","3150,2","7,846"
02/09/2015 10:40,"43,88",3158,"7,852"
02/09/2015 10:45,"43,83",3158,"7,859"
02/09/2015 10:50,"43,4",3169,"7,86"
02/09/2015 10:55,"43,47","3173,75","7,89"
02/09/2015 11:00,"43,52",3172,"7,88"
02/09/2015 11:05,"43,54",3181,"7,89"
02/09/2015 11:10,"43,73",3196,"7,89"
02/09/2015 11:15,"43,55","3190,5","7,873"
02/09/2015 11:20,"43,68",3187,"7,87"
02/09/2015 11:25,"43,68",3183,"7,875"
02/09/2015 11:30,"43,8","3182,05","7,87"
02/09/2015 11:35,"44,2","3182,55","7,85"
02/09/2015 11:40,"44,75","3177,3","7,85"
02/09/2015 11:45,"44,9",3183,"7,84"
02/09/2015 11:50,"44,75","3183,5","7,84"
02/09/2015 11:55,"45,15","3174,9","7,84"
02/09/2015 12:00,"44,92","3184,9","7,84"
02/09/2015 12:05,"44,71",3175,"7,84"
02/09/2015 12:15,"44,99",3178,"7,85"
02/09/2015 12:20,"45,63","3170,5","7,84"
02/09/2015 12:35,"45,44",3181,"7,85"
02/09/2015 12:50,"45,4",3170,"7,855"
02/09/2015 12:55,"45,33",3171,"7,859"
03/09/2015 08:05,"46,54",3164,"7,875"
03/09/2015 08:10,"46,34",3175,"7,874"
03/09/2015 08:15,"46,61","3167,5","7,831"
03/09/2015 08:25,"46,47",3162,"7,831"
03/09/2015 08:30,"46,4",3146,"7,825"
03/09/2015 08:35,"46,89",3149,"7,83"
03/09/2015 08:40,"46,85",3156,"7,83"
03/09/2015 08:45,"47,11",3140,"7,811"
03/09/2015 08:50,"47,11",3140,"7,815"
03/09/2015 08:55,"47,25",3126,"7,81"
03/09/2015 09:00,"47,09",3125,"7,82"
03/09/2015 09:05,"47,31","3116,7","7,815"
03/09/2015 09:10,"47,48","3112,55","7,815"
03/09/2015 09:15,"47,8","3110,6","7,82"
03/09/2015 09:20,"47,8","3120,05","7,853"
03/09/2015 09:25,"47,86","3117,9","7,845"
03/09/2015 09:30,"47,61",3129,"7,869"
03/09/2015 09:35,"47,84","3121,55","7,865"
03/09/2015 09:40,"48,11",3121,"7,85"
03/09/2015 09:45,"48,22",3115,"7,851"
03/09/2015 09:50,"48,34",3111,"7,86"
03/09/2015 09:55,"48,26","3116,5","7,84"
03/09/2015 10:00,"47,95",3120,"7,85"
03/09/2015 10:05,"47,77",3120,"7,85"
03/09/2015 10:10,"47,43",3125,"7,837"
03/09/2015 10:15,"47,58","3126,75","7,861"
03/09/2015 10:20,"47,55",3124,"7,861"
03/09/2015 10:25,"47,77",3120,"7,85"
03/09/2015 10:30,"47,21",3125,"7,87"
03/09/2015 10:35,"47,25","3121,5","7,865"
03/09/2015 10:40,"47,27",3119,"7,856"
03/09/2015 10:45,"47,2",3124,"7,856"
03/09/2015 10:50,47,3124,"7,859"
03/09/2015 11:00,"47,15",3118,"7,85"
03/09/2015 11:05,"47,4","3108,05","7,846"
03/09/2015 11:10,"47,24",3112,"7,84"
03/09/2015 11:15,"47,42",3106,"7,836"
03/09/2015 11:20,"47,16",3110,"7,83"
03/09/2015 11:25,"47,27","3098,1","7,83"
03/09/2015 11:30,"47,19",3099,"7,825"
03/09/2015 11:35,"47,28",3099,"7,83"
03/09/2015 11:40,"47,17","3104,9","7,805"
03/09/2015 11:45,"47,25","3102,5","7,792"
03/09/2015 11:50,"47,32","3104,8","7,785"
03/09/2015 11:55,"47,16","3096,2","7,791"
03/09/2015 12:00,47,3100,"7,77"
03/09/2015 12:05,"46,62",3106,"7,769"
03/09/2015 12:10,"46,45",3108,"7,78"
03/09/2015 12:15,"46,62",3116,"7,79"
03/09/2015 12:20,"46,57",3122,"7,795"
03/09/2015 12:25,"46,79","3110,3","7,79"
03/09/2015 12:30,"46,62","3116,5","7,79"
03/09/2015 12:35,"46,54",3117,"7,798"
03/09/2015 12:40,"46,45",3115,"7,799"
03/09/2015 12:45,"46,49","3111,2","7,8"
03/09/2015 12:50,"46,44","3110,79","7,801"
03/09/2015 12:55,"46,17",3109,"7,795"
04/09/2015 08:00,"45,98",3135,"7,83"
04/09/2015 08:05,"46,44",3128,"7,79"
04/09/2015 08:10,"46,6",3115,"7,78"
04/09/2015 08:15,"46,41",3121,"7,77"
04/09/2015 08:20,"46,4","3122,4","7,773"
04/09/2015 08:25,"46,46",3103,"7,75"
04/09/2015 08:30,"46,13",3085,"7,745"
04/09/2015 08:35,"46,2",3103,"7,76"
04/09/2015 08:40,"46,28","3101,95","7,76"
04/09/2015 08:45,"46,02","3116,9","7,77"
04/09/2015 08:50,"45,95","3119,9","7,772"
04/09/2015 08:55,"46,06","3110,2","7,77"
04/09/2015 09:00,"46,37","3108,5","7,768"
04/09/2015 09:05,"46,5",3109,"7,765"
04/09/2015 09:10,"46,47","3106,55","7,77"
04/09/2015 09:15,"46,52",3102,"7,77"
04/09/2015 09:20,"46,75","3093,9","7,77"
04/09/2015 09:25,"46,73","3095,5","7,775"
04/09/2015 09:30,"46,54","3102,2","7,775"
04/09/2015 09:35,"46,54",3099,"7,78"
04/09/2015 09:40,"46,27","3105,2","7,78"
04/09/2015 09:45,"46,11","3114,5","7,78"
04/09/2015 09:50,"46,23",3109,"7,79"
04/09/2015 09:55,"46,19","3111,2","7,798"
04/09/2015 10:00,"46,24",3110,"7,81"
04/09/2015 10:05,"46,34",3114,"7,8"
04/09/2015 10:10,"46,13","3117,55","7,81"
04/09/2015 10:15,"46,24",3114,"7,815"
04/09/2015 10:20,"46,06",3117,"7,821"
04/09/2015 10:25,"46,16","3113,33","7,815"
04/09/2015 10:30,"46,06","3114,5","7,814"
04/09/2015 10:35,"46,08","3115,8","7,815"
04/09/2015 10:40,"46,38","3113,01","7,82"
04/09/2015 10:45,"46,48","3112,5","7,81"
04/09/2015 10:50,"46,33","3115,4","7,801"
04/09/2015 10:55,"46,13",3115,"7,81"
04/09/2015 11:00,"46,14",3113,"7,81"
04/09/2015 11:05,"46,32",3114,"7,81"
04/09/2015 11:10,"46,23","3115,95","7,81"
04/09/2015 11:15,"46,15","3113,2","7,81"
04/09/2015 11:20,"46,08",3117,"7,8"
04/09/2015 11:25,"46,1",3120,"7,817"
04/09/2015 11:30,"46,24","3116,55","7,82"
04/09/2015 11:35,"46,11",3114,"7,82"
04/09/2015 11:45,"46,12","3113,55","7,819"
04/09/2015 11:50,"46,1",3110,"7,81"
04/09/2015 11:55,"46,02",3115,"7,802"
04/09/2015 12:00,"46,45",3112,"7,802"
04/09/2015 12:05,"46,66","3109,8","7,81"
04/09/2015 12:10,"46,52",3115,"7,81"
04/09/2015 12:15,"46,56","3111,2","7,818"
04/09/2015 12:20,"46,47",3120,"7,834"
04/09/2015 12:25,"46,54",3122,"7,84"
04/09/2015 12:30,"46,6",3130,"7,847"
04/09/2015 12:40,"46,35","3121,5","7,85"
04/09/2015 12:45,"46,23","3123,7","7,855"
04/09/2015 12:50,"46,24","3126,3","7,87"
04/09/2015 12:55,"46,37",3128,"7,865"
08/09/2015 08:00,"45,25",3125,"8,01"
08/09/2015 08:05,"45,24",3122,"8,01"
08/09/2015 08:10,"45,22",3135,"8,02"
08/09/2015 08:15,"45,24","3141,05","8,04"
08/09/2015 08:20,"45,37",3142,"8,087"
08/09/2015 08:25,"45,55",3132,"8,08"
08/09/2015 08:30,"45,31",3133,"8,07"
08/09/2015 08:35,"45,23",3133,"8,08"
08/09/2015 08:40,"45,37",3135,"8,09"
08/09/2015 08:45,"45,26","3136,15","8,077"
08/09/2015 08:50,"44,81","3144,88","8,09"
08/09/2015 08:55,"44,89",3140,"8,086"
08/09/2015 09:00,"44,63",3152,"8,09"
08/09/2015 09:05,"44,59","3153,9","8,097"
08/09/2015 09:10,"44,76","3150,99","8,09"
08/09/2015 09:15,"44,88","3149,5","8,1"
08/09/2015 09:20,"44,74","3149,25","8,105"
08/09/2015 09:25,"44,84","3146,51","8,11"
08/09/2015 09:30,"44,97",3149,"8,101"
08/09/2015 09:35,"45,03",3147,"8,1"
08/09/2015 09:40,"44,93",3151,"8,096"
08/09/2015 09:45,"45,05",3148,"8,1"
08/09/2015 09:50,"45,35",3146,"8,1"
08/09/2015 09:55,"45,34","3148,6","8,1"
08/09/2015 10:00,"45,42","3155,55","8,1"
08/09/2015 10:05,"45,82","3151,6","8,11"
08/09/2015 10:10,"46,02",3148,"8,1"
08/09/2015 10:15,"46,16",3144,"8,087"
08/09/2015 10:20,"46,09",3143,"8,09"
08/09/2015 10:25,"46,06",3145,"8,09"
08/09/2015 10:30,"46,12","3144,8","8,1"
08/09/2015 10:35,"46,12",3139,"8,1"
08/09/2015 10:40,"46,29",3135,"8,09"
08/09/2015 10:45,"45,92",3139,"8,081"
08/09/2015 10:50,"45,96","3143,5","8,11"
08/09/2015 10:55,"45,85","3141,5","8,11"
08/09/2015 11:00,"45,92","3144,44","8,111"
08/09/2015 11:05,"45,84","3139,5","8,11"
08/09/2015 11:10,"45,77",3141,"8,115"
08/09/2015 11:15,"45,83","3144,95","8,14"
08/09/2015 11:20,"45,9","3142,4","8,131"
08/09/2015 11:25,"45,93","3141,8","8,13"
08/09/2015 11:30,"45,85",3141,"8,13"
08/09/2015 11:35,"45,64",3140,"8,13"
08/09/2015 11:40,"45,43","3140,5","8,135"
08/09/2015 11:45,"45,39","3138,5","8,14"
08/09/2015 11:50,"45,34","3139,78","8,135"
08/09/2015 11:55,"45,19",3140,"8,14"
08/09/2015 12:00,"45,34","3139,8","8,15"
08/09/2015 12:05,"45,36","3136,5","8,14"
08/09/2015 12:10,"45,54",3134,"8,14"
08/09/2015 12:15,"45,63","3126,1","8,125"
08/09/2015 12:20,"45,66",3127,"8,14"
08/09/2015 12:25,"45,62","3122,8","8,13"
08/09/2015 12:30,"45,52",3124,"8,125"
08/09/2015 12:35,"45,56",3117,"8,118"
08/09/2015 12:40,"45,69","3113,65","8,1"
08/09/2015 12:45,"45,63",3110,"8,1"
08/09/2015 12:50,"45,89","3114,7","8,098"
08/09/2015 12:55,"45,93","3114,99","8,105"
09/09/2015 08:00,"45,69","3093,55","8,074"
09/09/2015 08:05,"45,63",3089,"8,086"
09/09/2015 08:10,"45,53",3096,"8,098"
09/09/2015 08:15,"45,58",3099,"8,109"
09/09/2015 08:20,"45,78",3100,"8,109"
09/09/2015 08:25,"45,76","3094,1","8,1"
09/09/2015 08:30,"45,7",3095,"8,109"
09/09/2015 08:35,"45,7","3097,95","8,11"
09/09/2015 08:40,"45,58","3103,5","8,113"
09/09/2015 08:45,"45,36",3100,"8,11"
09/09/2015 08:55,"45,33","3096,6","8,095"
09/09/2015 09:00,"45,47",3099,"8,09"
09/09/2015 09:05,"45,07","3099,95","8,1"
09/09/2015 09:15,"45,21",3104,"8,1"
09/09/2015 09:20,"45,29","3096,5","8,09"
09/09/2015 09:40,"45,25","3111,9","8,094"
09/09/2015 09:45,"45,34","3113,8","8,095"
09/09/2015 09:50,"45,16",3116,"8,093"
09/09/2015 09:55,"45,36","3117,95","8,085"
09/09/2015 10:00,"45,43",3113,"8,085"
09/09/2015 10:05,"45,3",3114,"8,09"
09/09/2015 10:10,"45,36","3110,05","8,09"
09/09/2015 10:15,"45,36",3111,"8,09"
09/09/2015 10:20,"45,1","3108,77","8,084"
09/09/2015 10:25,"45,14","3109,5","8,091"
09/09/2015 10:30,"45,14","3107,5","8,09"
09/09/2015 10:35,"45,06","3105,2","8,06"
09/09/2015 10:40,"45,11",3111,"8,06"
09/09/2015 10:45,"44,97","3110,2","8,04"
09/09/2015 10:50,"44,98",3107,"8,059"
09/09/2015 10:55,"45,15",3109,"8,058"
09/09/2015 11:00,"45,1",3111,"8,06"
09/09/2015 11:05,"45,17","3109,5","8,069"
09/09/2015 11:10,"45,23",3110,"8,062"
09/09/2015 11:15,"45,27",3107,"8,067"
09/09/2015 11:20,"45,24","3109,95","8,07"
09/09/2015 11:25,"45,27",3112,"8,069"
09/09/2015 11:30,"45,22","3114,75","8,061"
09/09/2015 11:35,"45,18",3111,"8,07"
09/09/2015 11:40,"45,27",3111,"8,07"
09/09/2015 11:55,"44,95","3109,75","8,042"
09/09/2015 12:00,"45,03","3108,2","8,042"
09/09/2015 12:05,"45,01",3112,"8,05"
09/09/2015 12:10,"45,07","3112,25","8,05"
09/09/2015 12:15,"44,98","3108,7","8,04"
09/09/2015 12:20,"44,91",3106,"8,02"
09/09/2015 12:25,"44,94",3100,"8,009"
09/09/2015 12:30,"44,86",3102,"8,002"
09/09/2015 12:35,"44,81",3099,"7,985"
09/09/2015 12:40,"44,78",3099,"7,975"
09/09/2015 12:45,"44,72",3100,"7,98"
09/09/2015 12:50,"44,69","3105,9","7,993"
09/09/2015 12:55,"44,62",3113,8
10/09/2015 08:00,"44,67",3122,"8,066"
10/09/2015 08:05,"44,56",3113,"8,03"
10/09/2015 08:10,"44,53","3105,5","8,04"
10/09/2015 08:15,"44,44",3116,"8,044"
10/09/2015 08:20,"44,58","3111,55","8,05"
10/09/2015 08:25,"44,64","3105,6","8,05"
10/09/2015 08:30,"44,59","3105,4","8,05"
10/09/2015 08:35,"44,52","3105,9","8,06"
10/09/2015 08:40,"44,33","3103,55","8,05"
10/09/2015 08:45,"44,26","3106,5","8,05"
10/09/2015 08:50,"44,32",3111,"8,06"
10/09/2015 08:55,"44,41","3103,1","8,064"
10/09/2015 09:00,"44,39",3110,"8,06"
10/09/2015 09:05,"44,5","3111,4","8,064"
10/09/2015 09:10,"44,43",3108,"8,07"
10/09/2015 09:15,"44,65",3104,"8,064"
10/09/2015 09:20,"44,6",3102,"8,06"
10/09/2015 09:30,"44,81",3095,"8,05"
10/09/2015 09:35,"45,11","3088,6","8,032"
10/09/2015 09:40,"44,97",3093,"8,04"
10/09/2015 09:45,"45,28","3083,1","8,03"
10/09/2015 09:50,"45,26","3078,1","8,02"
10/09/2015 09:55,"45,06","3082,7","7,97"
10/09/2015 10:00,"44,91","3083,5","7,98"
10/09/2015 10:05,"45,09",3082,"7,987"
10/09/2015 10:10,"45,06","3083,5","7,98"
10/09/2015 10:15,"45,22","3088,45","7,98"
10/09/2015 10:20,"45,09","3081,15","7,96"
10/09/2015 10:25,"45,34",3077,"7,98"
10/09/2015 10:30,"45,25",3076,"7,975"
10/09/2015 10:35,"45,81","3066,66","7,956"
10/09/2015 10:40,"45,8","3054,5","7,96"
10/09/2015 10:45,"45,63","3064,8","7,96"
10/09/2015 10:50,"45,5","3060,5","7,976"
10/09/2015 11:05,"45,47",3065,"7,982"
10/09/2015 11:10,"45,53",3061,"7,985"
10/09/2015 11:15,"45,39",3055,"7,965"
10/09/2015 11:20,"45,22",3063,"7,99"
10/09/2015 11:25,"45,24","3068,4","7,99"
10/09/2015 11:30,"45,31",3067,"7,997"
10/09/2015 11:35,"45,38",3068,8
10/09/2015 11:40,"45,25",3072,"8,01"
10/09/2015 11:45,"45,49","3065,55","8,01"
10/09/2015 11:50,"45,42",3071,"7,99"
10/09/2015 11:55,"45,44",3069,8
10/09/2015 12:05,"45,49",3073,8
10/09/2015 12:10,"45,41",3067,8
10/09/2015 12:15,"45,36","3067,8","7,99"
10/09/2015 12:20,"45,5",3060,"7,99"
10/09/2015 12:25,"45,63",3048,"7,978"
10/09/2015 12:30,"45,61","3049,99","7,98"
10/09/2015 12:35,"45,75",3048,"7,97"
10/09/2015 12:40,"45,63",3050,"7,955"
10/09/2015 12:45,"45,63",3048,"7,961"
10/09/2015 12:50,"45,63","3051,95","7,968"
10/09/2015 12:55,"45,58",3050,"7,96"
11/09/2015 08:00,"44,52","2993,3","7,92"
11/09/2015 08:05,"44,57",2995,"7,925"
11/09/2015 08:10,"44,56",2992,"7,924"
11/09/2015 08:15,"44,61",2989,"7,9"
11/09/2015 08:20,"44,72",2984,"7,9"
11/09/2015 08:25,"44,66",2983,"7,91"
11/09/2015 08:30,"44,8","2985,65","7,914"
11/09/2015 08:35,"44,92",2989,"7,91"
11/09/2015 08:40,"44,77",3000,"7,914"
11/09/2015 08:45,"44,67","3001,9","7,91"
11/09/2015 08:50,"44,7","3001,35","7,918"
11/09/2015 08:55,"44,57",3004,"7,92"
11/09/2015 09:00,"44,61",3010,"7,925"
11/09/2015 09:05,"44,69",3007,"7,924"
11/09/2015 09:10,"44,7",3005,"7,92"
11/09/2015 09:15,"44,76","3005,95","7,92"
11/09/2015 09:25,"44,32",3013,"7,927"
11/09/2015 09:30,"44,38",3015,"7,934"
11/09/2015 09:35,"44,39","3019,5","7,943"
11/09/2015 09:40,"44,36","3018,8","7,935"
11/09/2015 09:45,"44,41","3015,5","7,931"
11/09/2015 09:50,"44,4","3015,75","7,931"
11/09/2015 09:55,"44,17","3016,5","7,938"
11/09/2015 10:00,"44,23","3014,5","7,939"
11/09/2015 10:05,"44,27","3013,9","7,94"
11/09/2015 10:10,"44,28","3013,9","7,954"
11/09/2015 10:15,"44,34",3012,"7,95"
11/09/2015 10:20,"44,59",2997,"7,936"
11/09/2015 10:25,"44,79",3001,"7,927"
11/09/2015 10:30,"44,76",3004,"7,935"
11/09/2015 10:35,"45,1",3005,"7,93"
11/09/2015 10:45,"44,9","3023,7","7,95"
11/09/2015 10:50,"44,94","3023,95","7,957"
11/09/2015 10:55,"45,02",3026,"7,95"
11/09/2015 11:00,"45,05","3023,9","7,95"
11/09/2015 11:05,"44,95","3038,95","7,956"
11/09/2015 11:10,"44,96","3029,95","7,95"
11/09/2015 11:15,"44,78","3037,9","7,95"
11/09/2015 11:20,"44,8",3037,"7,959"
11/09/2015 11:25,"44,87",3029,"7,955"
11/09/2015 11:30,"44,8","3039,75","7,96"
11/09/2015 11:35,"44,68","3036,25","7,96"
11/09/2015 11:40,"44,87","3035,1","7,957"
11/09/2015 11:45,"45,1",3035,"7,955"
11/09/2015 11:50,"45,17",3032,"7,945"
11/09/2015 11:55,"45,07",3036,"7,95"
11/09/2015 12:00,"45,34",3029,"7,936"
11/09/2015 12:05,"45,36",3028,"7,94"
11/09/2015 12:10,"45,2","3026,05","7,94"
11/09/2015 12:15,"45,14",3033,"7,94"
11/09/2015 12:20,"45,08","3033,3","7,943"
11/09/2015 12:30,"44,95",3038,"7,95"
11/09/2015 12:40,"45,2","3032,1","7,95"
11/09/2015 12:45,"45,05",3038,"7,945"
11/09/2015 12:50,"45,08","3036,1","7,95"
11/09/2015 12:55,"45,17",3042,"7,942"
14/09/2015 08:05,"44,29",3060,"7,97"
