Date,CL1 Comdty,COLTES 10 07/24/2024 Govt,COFX Index
13/11/2015," 40,74 ","8,015","3076,4"
17/11/2015," 40,67 ","8,02",3076
18/11/2015," 40,75 ","8,07",3104
19/11/2015," 40,54 ","8,03",3073
20/11/2015," 40,39 ","8,055",3066
23/11/2015," 41,75 ","8,095","3093,3"
24/11/2015," 42,87 ","8,075","3068,7"
25/11/2015," 43,04 ","8,141",3087
27/11/2015," 41,71 ","8,145","3107,85"
30/11/2015," 41,65 ","8,116",3145
01/12/2015," 41,85 ","8,031","3124,8"
02/12/2015," 39,94 ","8,115",3162
03/12/2015," 41,08 ","8,17",3143
04/12/2015," 39,97 ","8,235","3203,9"
07/12/2015," 37,65 ","8,33","3308,5"
09/12/2015," 37,16 ","8,29","3283,1"
10/12/2015," 36,76 ","8,32","3246,2"
11/12/2015," 35,62 ","8,43",3328
14/12/2015," 36,31 ","8,47","3350,3"
15/12/2015," 37,35 ","8,45",3315
16/12/2015," 35,52 ","8,345","3334,1"
17/12/2015," 34,95 ","8,45",3347
18/12/2015," 34,73 ","8,385",3328
21/12/2015," 34,74 ","8,365","3329,9"
22/12/2015," 36,14 ","8,331","3312,9"
23/12/2015," 37,50 ","8,286",3215
24/12/2015," 38,10 ","8,28",3190
28/12/2015," 36,81 ","8,27",3171
29/12/2015," 37,87 ","8,244",3167
30/12/2015," 36,60 ","8,274",3175
04/01/2016," 36,76 ","8,36",3220
05/01/2016," 35,97 ","8,448",3211
06/01/2016," 33,97 ","8,473","3257,6"
07/01/2016," 33,27 ","8,452",3272
08/01/2016," 33,16 ","8,473","3265,01"
12/01/2016," 30,44 ","8,52",3276
13/01/2016," 30,48 ","8,465",3255
14/01/2016," 31,20 ","8,385","3229,2"
15/01/2016," 29,42 ","8,455","3301,2"
19/01/2016," 28,46 ","8,6",3310
20/01/2016," 26,55 ","8,69","3394,05"
21/01/2016," 29,53 ","8,658",3320
22/01/2016," 32,19 ","8,58",3310
25/01/2016," 30,34 ","8,75",3399
26/01/2016," 31,45 ","8,673",3366
27/01/2016," 32,30 ","8,633",3357
28/01/2016," 33,22 ","8,64",3283
29/01/2016," 33,62 ","8,575","3282,5"
01/02/2016," 31,62 ","8,61","3327,1"
02/02/2016," 29,88 ","8,645",3395
03/02/2016," 32,28 ","8,59",3375
04/02/2016," 31,72 ","8,61",3319
05/02/2016," 30,89 ","8,575",3334
08/02/2016," 29,69 ","8,66","3369,85"
09/02/2016," 27,94 ","8,725","3393,4"
10/02/2016," 27,45 ","8,885","3391,4"
11/02/2016," 26,21 ","9,035","3440,55"
12/02/2016," 29,44 ","8,91",3383
16/02/2016," 29,04 ","9,08","3417,99"
17/02/2016," 30,66 ","8,92","3359,8"
18/02/2016," 30,77 ","8,87",3342
19/02/2016," 29,64 ","8,87","3355,1"
22/02/2016," 31,48 ","8,74",3311
23/02/2016," 31,87 ","8,81","3328,93"
24/02/2016," 32,15 ","8,77",3341
25/02/2016," 33,07 ","8,76",3313
26/02/2016," 32,78 ","8,769","3344,4"
29/02/2016," 33,75 ","8,67","3291,3"
01/03/2016," 34,40 ","8,634","3229,5"
02/03/2016," 34,66 ","8,57",3206
03/03/2016," 34,57 ","8,58",3194
04/03/2016," 35,92 ","8,505","3156,2"
07/03/2016," 37,90 ","8,35",3115
08/03/2016," 36,50 ","8,479",3206
09/03/2016," 38,29 ","8,265",3185
10/03/2016," 37,84 ","8,245",3221
11/03/2016," 38,46 ","8,16",3185
